거래일,동,아파트,면적(㎡),층,금액(만원),평당가(만원)
2017.01.17,망포동,망포역아이파크,85.0,7층,34500,1341.8
2017.01.16,영통동,영통에듀파크(331동~337동),85.0,15층,40000,1556.0
2017.01.16,망포동,방죽마을영통뜨란채,84.7,16층,31100,1213.8
2017.01.14,망포동,방죽마을영통뜨란채,84.7,5층,29800,1163.1
2017.01.14,망포동,동수원자이1차,85.0,13층,32000,1244.7
2017.01.14,망포동,방죽마을영통뜨란채,84.7,18층,30500,1190.4
2017.01.14,망포동,삼정라츠,84.9,9층,27950,1088.6
2017.01.14,영통동,풍림,84.8,14층,37200,1449.2
2017.01.14,망포동,삼정라츠,84.9,7층,27250,1061.4
2017.01.14,망포동,망포마을쌍용1차,84.9,4층,30300,1179.9
2017.01.13,망포동,방죽마을영통뜨란채,84.7,20층,32000,1248.3
2017.01.13,망포동,늘푸른벽산,84.9,6층,26300,1023.5
2017.01.13,망포동,방죽마을영통뜨란채,84.7,14층,30800,1202.1
2017.01.13,망포동,극동의푸른별,84.9,2층,23000,895.5
2017.01.12,영통동,영통에듀파크(321동~327동),85.0,11층,43000,1672.7
2017.01.11,영통동,태영,84.9,16층,35500,1381.8
2017.01.10,망포동,늘푸른벽산,84.9,11층,25600,996.3
2017.01.10,영통동,삼성,84.9,11층,36400,1416.5
2017.01.10,망포동,동수원자이2차,84.9,16층,29000,1128.4
2017.01.09,영통동,벽산(1053-2),85.0,11층,38000,1478.2
2017.01.09,망포동,늘푸른벽산,84.9,9층,28100,1093.6
2017.01.09,영통동,신나무실신명,84.9,19층,35600,1385.8
2017.01.07,영통동,삼성,84.8,10층,35000,1363.4
2017.01.07,영통동,풍림,84.8,12층,36000,1402.4
2017.01.07,망포동,늘푸른벽산,84.9,7층,27400,1066.3
2017.01.07,영통동,영통에듀파크(321동~327동),85.0,20층,39900,1552.1
2017.01.07,망포동,엘지동수원자이,85.0,4층,33200,1291.1
2017.01.07,영통동,태영,84.9,18층,35800,1394.0
2017.01.07,망포동,동수원자이1차,85.0,16층,31200,1213.6
2017.01.06,망포동,방죽마을영통뜨란채,84.7,12층,30500,1190.4
2017.01.06,망포동,방죽마을영통뜨란채,84.7,23층,32000,1248.3
2017.01.06,망포동,동수원자이1차,85.0,19층,31300,1217.5
2017.01.06,영통동,영통에듀파크(321동~327동),85.0,7층,40000,1556.0
2017.01.06,망포동,영통SKVIEW,84.5,9층,47200,1846.9
2017.01.05,영통동,벽산(1053-2),85.0,2층,31700,1233.2
2017.01.05,영통동,태영,84.9,6층,35500,1382.3
2017.01.04,영통동,신나무실건영,85.0,2층,37300,1450.5
2017.01.04,망포동,망포현대2아이파크,85.0,18층,33000,1283.2
2017.01.04,영통동,신나무실극동,84.9,18층,38600,1502.6
2017.01.03,망포동,동수원자이1차,85.0,2층,28700,1116.3
2016.12.30,영통동,영통에듀파크(321동~327동),85.0,2층,38400,1493.8
2016.12.30,망포동,망포현대2아이파크,85.0,17층,32900,1279.3
2016.12.30,영통동,풍림,84.8,7층,37800,1472.5
2016.12.30,영통동,신나무실동보,84.9,11층,37500,1459.8
2016.12.30,영통동,영통에듀파크(331동~337동),85.0,1층,37000,1439.3
2016.12.29,영통동,신나무실신명,84.9,5층,37600,1463.7
2016.12.28,망포동,늘푸른벽산,84.9,18층,27400,1066.3
2016.12.28,영통동,영통에듀파크(321동~327동),85.0,4층,41500,1614.4
2016.12.28,영통동,신나무실동보,84.9,12층,35300,1374.2
2016.12.28,망포동,극동의푸른별,84.9,9층,26800,1043.4
2016.12.28,망포동,방죽마을영통뜨란채,84.7,9층,30750,1200.2
2016.12.27,망포동,쌍용스윗닷홈2차,84.9,14층,25800,1004.5
2016.12.26,영통동,신나무실극동,84.9,20층,36500,1420.9
2016.12.23,영통동,영통에듀파크(321동~327동),85.0,4층,38500,1497.7
2016.12.23,영통동,태영,84.9,2층,34000,1323.9
2016.12.23,망포동,망포벽산이빌리지,84.9,13층,26000,1012.1
2016.12.22,영통동,태영,84.9,4층,36300,1412.9
2016.12.22,망포동,한양수자인,85.0,13층,42700,1660.6
2016.12.21,망포동,동수원자이2차,84.9,4층,33000,1284.0
2016.12.21,영통동,신나무실동보,84.9,8층,36500,1420.9
2016.12.21,영통동,삼성,84.9,15층,35700,1389.2
2016.12.20,영통동,영통3풍림아이원,84.9,9층,30100,1172.1
2016.12.20,영통동,벽산(1053-2),85.0,7층,33750,1312.9
2016.12.19,영통동,영통3풍림아이원,84.9,16층,30500,1187.6
2016.12.19,영통동,태영,84.9,1층,32000,1245.6
2016.12.17,망포동,쌍용스윗닷홈2차,84.9,1층,23500,915.0
2016.12.17,망포동,동수원자이1차,85.0,9층,32300,1256.4
2016.12.17,영통동,벽산(1053-2),85.0,2층,32000,1244.8
2016.12.17,망포동,동수원자이1차,85.0,17층,30900,1201.9
2016.12.17,영통동,신나무실신명,84.9,15층,38000,1479.3
2016.12.17,망포동,늘푸른벽산,84.9,12층,26700,1039.1
2016.12.16,영통동,영통에듀파크(331동~337동),85.0,5층,42000,1633.8
2016.12.16,망포동,늘푸른벽산,84.9,19층,27400,1066.3
2016.12.16,망포동,망포벽산이빌리지,84.9,15층,26500,1031.6
2016.12.16,망포동,망포벽산이빌리지,84.9,8층,26300,1023.8
2016.12.15,영통동,영통에듀파크(331동~337동),85.0,16층,41000,1594.9
2016.12.14,망포동,늘푸른벽산,84.9,2층,25200,980.7
2016.12.13,영통동,영통e-편한세상,85.0,15층,32500,1264.0
2016.12.13,영통동,삼성,84.9,2층,33500,1303.6
2016.12.10,망포동,늘푸른벽산,84.9,2층,25800,1004.1
2016.12.10,망포동,동수원자이1차,85.0,5층,31000,1205.8
2016.12.10,망포동,동수원자이1차,85.0,3층,30500,1186.3
2016.12.09,망포동,늘푸른벽산,84.9,3층,26300,1023.5
2016.12.09,영통동,신나무실극동,84.9,11층,38000,1479.3
2016.12.09,영통동,신나무실극동,84.9,17층,39200,1526.0
2016.12.09,영통동,삼성,84.8,15층,34300,1336.2
2016.12.09,망포동,망포현대2아이파크,85.0,4층,31700,1232.7
2016.12.09,영통동,신나무실동보,84.9,5층,35000,1362.5
2016.12.08,영통동,신나무실풍림,84.9,15층,40600,1580.5
2016.12.08,망포동,늘푸른벽산,84.9,4층,26100,1015.7
2016.12.08,영통동,영통e-편한세상,85.0,6층,34150,1328.1
2016.12.08,망포동,쌍용스윗닷홈2차,84.9,15층,26000,1012.3
2016.12.07,망포동,마젤란21,84.7,11층,26800,1045.4
2016.12.07,망포동,한양수자인,85.0,8층,42000,1633.3
2016.12.06,영통동,영통3풍림아이원,84.9,18층,30000,1168.2
2016.12.06,영통동,영통에듀파크(331동~337동),85.0,6층,38500,1497.7
2016.12.06,망포동,동수원자이1차,85.0,2층,27000,1050.2
2016.12.05,망포동,극동의푸른별,84.9,12층,26900,1047.3
2016.12.05,망포동,한양수자인,85.0,10층,42000,1633.3
2016.12.05,망포동,쌍용스윗닷홈2차,84.9,10층,26700,1039.5
2016.12.03,영통동,영통에듀파크(331동~337동),85.0,4층,38000,1478.2
2016.12.03,영통동,신나무실신명,84.9,11층,37000,1440.3
2016.12.03,영통동,영통에듀파크(321동~327동),85.0,15층,43500,1692.2
2016.12.03,망포동,망포역아이파크,85.0,5층,34000,1322.4
2016.12.03,망포동,방죽마을영통뜨란채,84.7,5층,31500,1228.8
2016.12.03,망포동,방죽마을영통뜨란채,84.7,13층,30700,1198.2
2016.12.01,영통동,영통3풍림아이원,84.9,8층,30000,1168.2
2016.12.01,망포동,동수원자이1차,85.0,11층,31350,1219.4
2016.12.01,영통동,풍림,84.8,1층,28500,1110.2
2016.12.01,망포동,마젤란21,84.7,5층,26900,1049.3
2016.11.30,영통동,신나무실신명,84.9,3층,35750,1391.7
2016.11.29,영통동,영통에듀파크(331동~337동),85.0,3층,39500,1536.6
2016.11.29,망포동,동수원자이1차,85.0,12층,33500,1303.0
2016.11.29,영통동,신나무실신명,84.9,9층,36900,1436.4
2016.11.29,영통동,태영,84.9,1층,31000,1207.1
2016.11.29,영통동,삼성,84.8,9층,35000,1363.4
2016.11.29,영통동,신나무실동보,84.9,9층,35200,1370.3
2016.11.29,영통동,영통에듀파크(331동~337동),85.0,10층,41500,1614.4
2016.11.28,영통동,신나무실동보,84.9,2층,33500,1304.1
2016.11.28,망포동,동수원자이2차,84.9,8층,33500,1303.5
2016.11.25,망포동,동수원자이1차,85.0,11층,31200,1213.6
2016.11.25,망포동,늘푸른벽산,84.9,19층,28600,1113.0
2016.11.25,영통동,삼성,84.9,18층,37700,1467.1
2016.11.25,망포동,동수원자이1차,85.0,19층,31400,1221.4
2016.11.25,망포동,동수원자이1차,85.0,14층,31750,1235.0
2016.11.25,망포동,방죽마을영통뜨란채,84.7,15층,30500,1190.4
2016.11.25,영통동,영통3풍림아이원,84.9,14층,30000,1168.2
2016.11.24,영통동,신나무실극동,84.9,16층,39400,1533.8
2016.11.24,영통동,태영,84.9,1층,33500,1303.9
2016.11.24,망포동,동수원자이2차,84.9,9층,33800,1315.2
2016.11.24,망포동,늘푸른벽산,84.9,3층,24900,969.0
2016.11.24,영통동,풍림,84.8,8층,35000,1363.4
2016.11.24,영통동,영통e-편한세상,85.0,10층,33800,1314.5
2016.11.24,망포동,동수원자이2차,84.9,15층,33500,1303.5
2016.11.24,영통동,영통e-편한세상,85.0,8층,33700,1310.6
2016.11.23,망포동,마젤란21,84.7,6층,27800,1084.5
2016.11.23,영통동,신나무실신명,84.9,4층,35500,1381.9
2016.11.23,망포동,동수원자이1차,85.0,10층,31500,1225.2
2016.11.23,망포동,늘푸른벽산,84.9,16층,26000,1011.8
2016.11.23,망포동,동수원자이1차,85.0,13층,31900,1240.8
2016.11.23,영통동,벽산(1053-2),85.0,2층,31800,1237.0
2016.11.23,영통동,영통에듀파크(331동~337동),85.0,1층,35000,1361.5
2016.11.22,영통동,풍림,84.8,16층,35400,1379.0
2016.11.22,영통동,삼성,84.8,1층,31500,1227.1
2016.11.22,영통동,신나무실동보,84.9,4층,35000,1362.5
2016.11.22,영통동,영통에듀파크(331동~337동),85.0,15층,39000,1517.1
2016.11.21,영통동,영통에듀파크(321동~327동),85.0,12층,43500,1692.2
2016.11.21,영통동,영통아이파크,85.0,15층,34000,1322.6
2016.11.21,망포동,동수원자이2차,84.9,23층,33000,1284.0
2016.11.19,영통동,영통3풍림아이원,84.9,20층,30250,1177.9
2016.11.19,영통동,신나무실풍림,84.9,18층,38300,1490.9
2016.11.19,영통동,건영1차,85.0,16층,37500,1458.3
2016.11.19,망포동,망포역아이파크,85.0,2층,35500,1380.7
2016.11.19,영통동,풍림,84.8,2층,32800,1277.7
2016.11.19,망포동,한양수자인,85.0,4층,41300,1606.1
2016.11.18,영통동,삼성,84.8,10층,34900,1359.6
2016.11.18,망포동,방죽마을영통뜨란채,84.7,5층,30800,1202.1
2016.11.18,영통동,신나무실동보,84.9,1층,33000,1284.6
2016.11.17,영통동,신나무실동보,84.9,17층,35800,1393.6
2016.11.17,망포동,망포현대2아이파크,85.0,18층,34000,1322.1
2016.11.16,영통동,삼성,84.8,7층,34500,1344.0
2016.11.16,영통동,삼성,84.8,9층,34800,1355.7
2016.11.16,영통동,벽산(1053-2),85.0,6층,34000,1322.6
2016.11.16,영통동,신나무실풍림,84.9,13층,39500,1537.7
2016.11.16,망포동,망포마을쌍용1차,84.9,9층,31800,1238.4
2016.11.15,망포동,마젤란21(1101동),84.6,1층,27500,1074.2
2016.11.14,망포동,엘지동수원자이,85.0,21층,34000,1322.3
2016.11.14,영통동,신나무실극동,84.9,9층,38500,1498.7
2016.11.14,망포동,방죽마을영통뜨란채,84.7,5층,31300,1221.6
2016.11.14,영통동,신나무실풍림,84.9,2층,35900,1397.5
2016.11.14,영통동,영통아이파크,85.0,2층,33700,1310.4
2016.11.12,망포동,쌍용스윗닷홈2차,84.9,3층,23900,930.5
2016.11.12,망포동,동수원자이1차,85.0,14층,31300,1217.5
2016.11.12,망포동,한양수자인,85.0,10층,43200,1680.0
2016.11.12,영통동,태영,84.9,5층,34800,1355.0
2016.11.12,영통동,삼성,84.8,5층,34000,1324.5
2016.11.12,영통동,신나무실신명,84.9,3층,35300,1374.2
2016.11.12,영통동,영통e-편한세상,85.0,7층,34350,1335.9
2016.11.12,영통동,신나무실극동,84.9,20층,36000,1401.4
2016.11.12,망포동,마젤란21,84.7,5층,25000,975.2
2016.11.11,망포동,늘푸른벽산,84.9,5층,25500,992.4
2016.11.11,영통동,영통3풍림아이원,84.9,4층,31000,1207.1
2016.11.10,망포동,방죽마을영통뜨란채,84.7,7층,30500,1190.4
2016.11.10,망포동,동수원자이1차,85.0,8층,32500,1264.1
2016.11.10,망포동,방죽마을영통뜨란채,84.7,19층,31000,1209.9
2016.11.10,망포동,늘푸른벽산,84.9,2층,24900,969.0
2016.11.09,영통동,신나무실풍림,84.9,20층,35500,1381.9
2016.11.09,망포동,방죽마을영통뜨란채,84.7,12층,31300,1221.0
2016.11.09,영통동,신나무실동보,84.9,13층,35400,1378.1
2016.11.08,망포동,망포역아이파크,85.0,15층,34000,1322.4
2016.11.07,영통동,영통에듀파크(321동~327동),85.0,18층,42200,1641.6
2016.11.07,영통동,벽산(1053-2),85.0,11층,34000,1322.6
2016.11.07,망포동,한양수자인,85.0,16층,43000,1672.2
2016.11.07,망포동,마젤란21,84.7,15층,27700,1080.6
2016.11.07,영통동,영통3풍림아이원,84.9,18층,31700,1234.4
2016.11.07,망포동,삼정라츠,84.9,12층,27900,1086.7
2016.11.07,망포동,망포벽산이빌리지,84.9,6층,25900,1008.2
2016.11.07,망포동,방죽마을영통뜨란채,84.7,19층,31200,1217.1
2016.11.05,영통동,청명센트레빌,84.9,2층,36000,1400.6
2016.11.05,영통동,신나무실극동,84.9,20층,36000,1401.4
2016.11.05,영통동,영통에듀파크(331동~337동),85.0,11층,40300,1567.7
2016.11.05,망포동,방죽마을영통뜨란채,84.7,1층,29850,1165.0
2016.11.05,영통동,신나무실신명,84.9,1층,32700,1273.0
2016.11.05,망포동,방죽마을영통뜨란채,84.7,5층,30950,1208.0
2016.11.05,망포동,방죽마을영통뜨란채,84.7,13층,30900,1206.0
2016.11.04,망포동,극동의푸른별,84.9,13층,26900,1047.3
2016.11.04,망포동,방죽마을영통뜨란채,84.7,8층,31000,1209.3
2016.11.03,망포동,늘푸른벽산,84.9,6층,28300,1101.3
2016.11.03,영통동,풍림,84.8,9층,37000,1441.4
2016.11.01,영통동,신나무실신명,84.9,5층,36500,1420.9
2016.11.01,영통동,신나무실동보,84.9,4층,34500,1343.0
2016.11.01,영통동,영통에듀파크(331동~337동),85.0,6층,38000,1478.2
2016.10.31,망포동,방죽마을영통뜨란채,84.7,20층,30000,1170.9
2016.10.31,영통동,신나무실신명,84.9,8층,37000,1440.3
2016.10.29,영통동,영통에듀파크(321동~327동),85.0,7층,42400,1649.4
2016.10.29,영통동,신나무실동보,84.9,16층,35000,1362.5
2016.10.29,영통동,태영,84.9,9층,38700,1506.3
2016.10.29,영통동,태영,84.9,2층,32500,1265.5
2016.10.29,망포동,방죽마을영통뜨란채,84.7,18층,31400,1224.9
2016.10.28,영통동,청명센트레빌,84.9,13층,37900,1474.6
2016.10.28,영통동,영통3풍림아이원,84.9,16층,29200,1137.0
2016.10.28,망포동,늘푸른벽산,84.9,6층,26500,1031.3
2016.10.28,망포동,방죽마을영통뜨란채,84.7,6층,32380,1263.2
2016.10.28,망포동,망포마을쌍용1차,84.9,1층,29800,1160.5
2016.10.28,망포동,마젤란21(1101동),84.6,4층,29550,1154.3
2016.10.27,영통동,풍림,84.8,2층,33000,1285.5
2016.10.27,영통동,삼성,84.8,2층,33000,1285.5
2016.10.27,영통동,영통에듀파크(331동~337동),85.0,12층,39000,1517.1
2016.10.26,영통동,태영,84.9,15층,36500,1420.7
2016.10.26,영통동,삼성,84.9,12층,35700,1389.2
2016.10.24,망포동,동수원자이2차,84.9,13층,33800,1315.2
2016.10.24,망포동,망포현대2아이파크,85.0,16층,32300,1256.0
2016.10.24,망포동,삼정라츠,84.9,11층,28900,1125.6
2016.10.24,망포동,방죽마을영통뜨란채,84.7,7층,32000,1248.3
2016.10.24,망포동,방죽마을영통뜨란채,84.7,22층,31450,1226.9
2016.10.24,영통동,영통에듀파크(331동~337동),85.0,1층,36000,1400.4
2016.10.21,망포동,늘푸른벽산,84.9,2층,26300,1023.5
2016.10.21,영통동,신나무실풍림,84.9,4층,36400,1417.0
2016.10.21,영통동,신나무실신명,84.9,14층,36500,1420.9
2016.10.21,망포동,극동의푸른별,84.9,2층,24500,953.9
2016.10.21,영통동,벽산(1053-2),85.0,13층,40500,1575.5
2016.10.20,영통동,벽산(1053-2),85.0,12층,35300,1373.2
2016.10.20,영통동,신나무실동보,84.9,7층,34500,1343.0
2016.10.20,망포동,방죽마을영통뜨란채,84.7,4층,30000,1170.9
2016.10.20,망포동,동수원자이1차,85.0,12층,31450,1223.3
2016.10.19,영통동,신나무실동보,84.9,13층,35000,1362.5
2016.10.19,망포동,삼정라츠,84.9,10층,28150,1096.4
2016.10.19,망포동,극동의푸른별,84.9,10층,26700,1039.5
2016.10.18,영통동,벽산(1053-2),85.0,14층,34000,1322.6
2016.10.18,망포동,늘푸른벽산,84.9,17층,25550,994.3
2016.10.18,영통동,삼성,84.9,1층,33500,1303.6
2016.10.17,영통동,벽산(1053-2),85.0,12층,35300,1373.2
2016.10.17,망포동,망포역아이파크,85.0,9층,34000,1322.4
2016.10.17,영통동,영통에듀파크(321동~327동),85.0,1층,37500,1458.8
2016.10.17,망포동,늘푸른벽산,84.9,5층,26700,1039.1
2016.10.17,영통동,신나무실신명,84.9,7층,35600,1385.8
2016.10.17,영통동,영통에듀파크(331동~337동),85.0,18층,40700,1583.3
2016.10.17,영통동,태영,84.9,3층,33000,1284.9
2016.10.17,망포동,방죽마을영통뜨란채,84.7,8층,29450,1149.4
2016.10.15,망포동,일신건영휴먼빌,84.3,3층,25500,999.1
2016.10.15,망포동,늘푸른벽산,84.9,4층,24900,969.0
2016.10.15,망포동,늘푸른벽산,84.9,8층,25500,992.4
2016.10.15,영통동,풍림,84.8,11층,35500,1382.9
2016.10.15,망포동,엘지동수원자이,85.0,2층,32000,1244.5
2016.10.15,영통동,신나무실신명,84.9,8층,36000,1401.4
2016.10.15,영통동,영통아이파크,85.0,6층,34000,1322.0
2016.10.14,영통동,영통에듀파크(321동~327동),85.0,9층,39000,1517.1
2016.10.14,망포동,늘푸른벽산,84.9,1층,23900,930.1
2016.10.14,영통동,신나무실동보,84.9,8층,34800,1354.7
2016.10.14,영통동,신나무실동보,84.9,2층,33500,1304.1
2016.10.13,망포동,늘푸른벽산,84.9,10층,26900,1046.9
2016.10.13,망포동,늘푸른벽산,84.9,7층,25850,1006.0
2016.10.13,영통동,태영,84.9,11층,34500,1343.3
2016.10.13,영통동,벽산(1053-2),85.0,15층,36250,1410.1
2016.10.13,영통동,영통에듀파크(321동~327동),85.0,4층,38000,1478.2
2016.10.13,망포동,망포벽산이빌리지,84.9,11층,26500,1031.6
2016.10.12,망포동,동수원자이1차,85.0,2층,30500,1186.3
2016.10.12,망포동,방죽마을영통뜨란채,84.7,8층,31000,1209.3
2016.10.12,영통동,삼성,84.8,11층,34300,1336.2
2016.10.11,망포동,망포현대2아이파크,85.0,15층,31700,1232.7
2016.10.11,망포동,방죽마을영통뜨란채,84.7,18층,29500,1151.4
2016.10.11,망포동,방죽마을영통뜨란채,84.7,3층,29500,1151.4
2016.10.11,망포동,동수원자이2차,84.9,20층,33800,1315.2
2016.10.11,영통동,신나무실동보,84.9,18층,35000,1362.5
2016.10.08,영통동,영통에듀파크(331동~337동),85.0,16층,40500,1575.5
2016.10.08,영통동,영통에듀파크(321동~327동),85.0,19층,42000,1633.8
2016.10.08,망포동,늘푸른벽산,84.9,4층,26400,1027.4
2016.10.08,망포동,엘지동수원자이,85.0,9층,36000,1400.0
2016.10.08,영통동,태영,84.9,8층,33900,1320.0
2016.10.08,영통동,신나무실신명,84.9,19층,37000,1440.3
2016.10.08,영통동,삼성,84.9,8층,35700,1389.2
2016.10.08,망포동,동수원자이1차,85.0,17층,31500,1225.2
2016.10.08,영통동,벽산(1053-2),85.0,13층,37700,1466.6
2016.10.08,망포동,엘지동수원자이,85.0,3층,32800,1275.6
2016.10.08,영통동,영통e-편한세상,85.0,8층,34300,1334.0
2016.10.07,망포동,한양수자인,85.0,8층,41500,1613.9
2016.10.07,영통동,신나무실동보,84.9,2층,33000,1284.6
2016.10.07,영통동,신나무실건영,85.0,1층,34800,1353.3
2016.10.06,영통동,청명센트레빌,84.9,11층,38000,1478.5
2016.10.06,영통동,삼성,84.9,7층,34000,1323.1
2016.10.06,영통동,영통e-편한세상,85.0,15층,33600,1306.8
2016.10.06,영통동,삼성,84.8,2층,32500,1266.1
2016.10.06,망포동,쌍용스윗닷홈2차,84.9,2층,23800,926.6
2016.10.06,영통동,삼성,84.8,13층,34500,1344.0
2016.10.05,망포동,엘지동수원자이,85.0,13층,34000,1322.3
2016.10.05,영통동,영통에듀파크(321동~327동),85.0,18층,42000,1633.8
2016.10.05,영통동,벽산(1053-2),85.0,8층,36000,1400.4
2016.10.05,망포동,동수원자이1차,85.0,3층,30000,1166.9
2016.10.04,영통동,태영,84.9,5층,35800,1393.5
2016.10.04,망포동,늘푸른벽산,84.9,3층,25700,1000.2
2016.10.04,망포동,늘푸른벽산,84.9,20층,26200,1019.6
2016.10.04,망포동,늘푸른벽산,84.9,20층,25400,988.5
2016.10.04,망포동,한양수자인,85.0,8층,42700,1660.6
2016.10.04,영통동,태영,84.9,11층,34000,1323.9
2016.10.03,영통동,영통에듀파크(331동~337동),85.0,18층,41000,1594.9
2016.10.03,망포동,동수원자이1차,85.0,14층,31700,1233.0
2016.10.03,망포동,마젤란21,84.7,4층,27000,1053.2
2016.10.03,영통동,영통3풍림아이원,84.9,9층,31300,1218.8
2016.10.01,영통동,삼성,84.8,1층,32000,1246.6
2016.10.01,영통동,영통에듀파크(331동~337동),85.0,12층,39000,1517.1
2016.10.01,영통동,벽산(1053-2),85.0,13층,34200,1330.4
2016.10.01,망포동,동수원자이1차,85.0,10층,31750,1235.0
2016.10.01,영통동,영통에듀파크(331동~337동),85.0,7층,37500,1458.8
2016.10.01,영통동,영통에듀파크(331동~337동),85.0,20층,38500,1497.7
2016.09.30,영통동,신나무실신명,84.9,16층,36800,1432.6
2016.09.30,영통동,신나무실극동,84.9,18층,38800,1510.4
2016.09.30,영통동,신나무실극동,84.9,3층,35700,1389.7
2016.09.30,영통동,삼성,84.9,16층,35000,1362.0
2016.09.29,망포동,망포마을쌍용1차,84.9,9층,32000,1246.1
2016.09.29,영통동,삼성,84.9,3층,33600,1307.5
2016.09.29,망포동,늘푸른벽산,84.9,15층,25700,1000.2
2016.09.29,망포동,방죽마을영통뜨란채,84.7,7층,29800,1163.1
2016.09.28,영통동,청명센트레빌,84.9,14층,38100,1482.3
2016.09.28,망포동,방죽마을영통뜨란채,84.7,11층,27000,1053.3
2016.09.28,영통동,영통아이파크,85.0,12층,32900,1279.3
2016.09.28,영통동,삼성,84.9,12층,34500,1342.5
2016.09.28,영통동,삼성,84.8,11층,35400,1379.0
2016.09.28,망포동,동수원자이1차,85.0,20층,31500,1225.2
2016.09.28,망포동,망포마을쌍용1차,84.9,14층,31600,1230.6
2016.09.28,영통동,영통에듀파크(321동~327동),85.0,20층,38250,1488.0
2016.09.27,영통동,태영,84.9,8층,34500,1343.3
2016.09.27,영통동,신나무실극동,84.9,3층,35500,1381.9
2016.09.26,영통동,영통3풍림아이원,84.9,20층,28500,1109.8
2016.09.26,영통동,신나무실동보,84.9,15층,37800,1471.5
2016.09.26,망포동,망포벽산이빌리지,84.9,9층,26000,1012.1
2016.09.26,영통동,태영,84.9,3층,33900,1319.5
2016.09.23,망포동,망포현대2아이파크,85.0,11층,32500,1263.8
2016.09.23,영통동,벽산(1053-2),85.0,4층,32800,1275.9
2016.09.23,망포동,극동의푸른별,84.9,3층,25800,1004.5
2016.09.23,망포동,한양수자인,85.0,16층,42700,1660.6
2016.09.23,망포동,늘푸른벽산,84.9,12층,25900,1007.9
2016.09.22,망포동,늘푸른벽산,84.9,10층,26800,1043.0
2016.09.22,망포동,늘푸른벽산,84.9,14층,25900,1007.9
2016.09.22,영통동,영통에듀파크(321동~327동),85.0,7층,41500,1614.4
2016.09.22,영통동,태영,84.9,13층,35700,1389.6
2016.09.21,망포동,망포현대2아이파크,85.0,17층,32100,1248.2
2016.09.21,망포동,영통SKVIEW,84.6,9층,44000,1718.6
2016.09.20,영통동,삼성,84.8,12층,34300,1336.2
2016.09.20,영통동,신나무실신명,84.9,5층,35000,1362.5
2016.09.19,영통동,풍림,84.8,16층,34000,1324.5
2016.09.18,영통동,풍림,84.8,17층,34500,1344.0
2016.09.13,영통동,영통에듀파크(331동~337동),85.0,16층,39500,1536.6
2016.09.13,영통동,신나무실동보,84.9,5층,35000,1362.5
2016.09.13,망포동,영통SKVIEW,84.6,4층,43000,1679.6
2016.09.12,망포동,망포마을쌍용1차,84.9,2층,29600,1152.7
2016.09.10,영통동,영통에듀파크(331동~337동),85.0,12층,40150,1561.9
2016.09.10,영통동,신나무실신명,84.9,13층,36500,1420.9
2016.09.10,망포동,영통SKVIEW,84.5,13층,45400,1776.5
2016.09.10,망포동,방죽마을영통뜨란채,84.7,9층,30850,1204.1
2016.09.10,영통동,신나무실동보,84.9,17층,35000,1362.5
2016.09.10,망포동,방죽마을영통뜨란채,84.7,9층,30700,1198.2
2016.09.10,영통동,삼성,84.9,3층,33700,1311.4
2016.09.09,망포동,마젤란21(1101동),84.6,8층,30000,1171.9
2016.09.09,영통동,삼성,84.9,13층,36300,1412.6
2016.09.09,영통동,삼성,84.8,18층,34250,1334.2
2016.09.09,망포동,망포마을쌍용1차,84.9,14층,31000,1207.2
2016.09.09,영통동,신나무실신명,84.9,5층,34300,1335.2
2016.09.09,영통동,신나무실신명,84.9,12층,36700,1428.7
2016.09.09,망포동,망포역아이파크,85.0,6층,33300,1295.2
2016.09.09,영통동,영통에듀파크(331동~337동),85.0,7층,37700,1466.6
2016.09.07,영통동,영통3풍림아이원,84.9,13층,30700,1195.4
2016.09.07,영통동,신나무실풍림,84.9,2층,35900,1397.5
2016.09.07,영통동,벽산(1053-2),85.0,16층,37000,1439.3
2016.09.05,망포동,늘푸른벽산,84.9,18층,27000,1050.8
2016.09.05,영통동,신나무실동보,84.9,7층,34750,1352.8
2016.09.05,영통동,영통에듀파크(331동~337동),85.0,7층,41000,1594.9
2016.09.05,망포동,방죽마을영통뜨란채,84.7,6층,30000,1170.9
2016.09.05,영통동,삼성,84.9,7층,34500,1342.5
2016.09.03,영통동,영통에듀파크(331동~337동),85.0,10층,39500,1536.6
2016.09.03,망포동,엘지동수원자이,85.0,18층,34400,1337.8
2016.09.03,망포동,늘푸른벽산,84.9,13층,25500,992.4
2016.09.03,영통동,벽산(1053-2),85.0,13층,36000,1400.4
2016.09.03,망포동,망포마을쌍용1차,84.9,3층,30500,1187.7
2016.09.03,영통동,풍림,84.8,13층,37800,1472.5
2016.09.03,영통동,신나무실극동,84.9,10층,37000,1440.3
2016.09.03,영통동,삼성,84.9,18층,32000,1245.3
2016.09.02,영통동,벽산(1053-2),85.0,14층,34100,1326.5
2016.09.02,영통동,신나무실동보,84.9,15층,35200,1370.3
2016.09.02,영통동,풍림,84.8,6층,33700,1312.8
2016.09.01,영통동,신나무실동보,84.9,4층,34000,1323.6
2016.09.01,영통동,벽산(1053-2),85.0,9층,37100,1443.2
2016.09.01,망포동,동수원자이1차,85.0,3층,29500,1147.5
