거래일,동,아파트,면적(㎡),층,금액(만원),평당가(만원)
2026.04.20,영통동,신나무실동보,84.9,13층,67000,2608.2
2026.04.18,영통동,풍림,84.8,1층,51800,2017.9
2026.04.18,영통동,영통에듀파크(331동~337동),85.0,13층,81700,3178.2
2026.04.18,망포동,방죽마을영통뜨란채,84.7,9층,56000,2184.6
2026.04.18,망포동,영통롯데캐슬엘클래스1단지,85.0,6층,87800,3414.5
2026.04.18,망포동,망포벽산이빌리지,84.9,3층,46500,1810.2
2026.04.17,영통동,벽산(1053-2),85.0,17층,55000,2139.5
2026.04.17,영통동,신나무실신명,84.9,16층,75000,2919.6
2026.04.16,영통동,신나무실신명,84.9,10층,74500,2900.1
2026.04.16,망포동,엘지동수원자이,85.0,9층,62300,2422.8
2026.04.16,영통동,풍림,84.8,11층,54000,2103.6
2026.04.16,망포동,늘푸른벽산,84.9,4층,54000,2101.5
2026.04.16,매교동,매교역푸르지오SKVIEW,85.0,3층,94000,3656.2
2026.04.15,망포동,영통아이파크캐슬1단지,84.7,10층,115000,4487.8
2026.04.15,영통동,신나무실동보,84.9,9층,66000,2569.3
2026.04.15,영통동,신나무실극동,84.9,17층,82200,3199.9
2026.04.15,망포동,영통롯데캐슬엘클래스2단지,85.0,2층,80000,3111.2
2026.04.15,영통동,영통에듀파크(321동~327동),85.0,3층,83500,3248.2
2026.04.15,망포동,삼정라츠,84.9,11층,42000,1635.9
2026.04.15,망포동,힐스테이트영통,84.9,13층,127000,4944.5
2026.04.15,영통동,삼성,84.9,1층,61700,2401.0
2026.04.15,망포동,늘푸른벽산,84.9,20층,50000,1945.8
2026.04.15,망포동,엘지동수원자이,85.0,25층,58000,2255.6
2026.04.15,망포동,방죽마을영통뜨란채,84.7,8층,53000,2068.6
2026.04.15,영통동,영통에듀파크(331동~337동),85.0,8층,82000,3189.9
2026.04.14,영통동,영통3풍림아이원,84.9,14층,55000,2141.6
2026.04.14,영통동,신나무실신명,84.9,13층,73000,2841.8
2026.04.14,망포동,동수원자이1차,85.0,14층,61500,2392.1
2026.04.13,망포동,망포마을쌍용1차,84.9,14층,64000,2492.3
2026.04.13,망포동,동수원자이1차,85.0,4층,60000,2333.8
2026.04.13,매교동,힐스테이트푸르지오수원,84.9,2층,81000,3152.8
2026.04.11,매교동,매교역푸르지오SKVIEW,85.0,5층,96800,3765.1
2026.04.11,매교동,힐스테이트푸르지오수원,84.9,7층,89000,3464.2
2026.04.11,매교동,힐스테이트푸르지오수원,84.9,4층,83250,3240.4
2026.04.10,망포동,동수원자이1차,85.0,5층,59000,2294.9
2026.04.10,영통동,신나무실신명,84.9,16층,68000,2647.1
2026.04.10,망포동,영통아이파크캐슬2단지,84.7,7층,104800,4089.8
2026.04.10,영통동,영통에듀파크(321동~327동),85.0,2층,83500,3248.2
2026.04.10,망포동,망포마을쌍용1차,84.9,12층,66300,2581.9
2026.04.10,망포동,마젤란21(1101동),84.6,3층,51800,2023.4
2026.04.10,망포동,극동의푸른별,84.9,14층,51200,1993.4
2026.04.10,망포동,영통롯데캐슬엘클래스1단지,85.0,8층,90000,3500.1
2026.04.10,영통동,벽산(1053-2),85.0,20층,52500,2042.3
2026.04.10,망포동,방죽마을영통뜨란채,84.7,17층,59000,2302.7
2026.04.10,망포동,망포역아이파크,85.0,18층,65000,2528.1
2026.04.09,영통동,영통아이파크,85.0,28층,45000,1750.5
2026.04.09,망포동,영통아이파크캐슬1단지,84.7,17층,119500,4663.4
2026.04.09,망포동,힐스테이트영통,84.9,16층,127000,4944.5
2026.04.09,매교동,매교역푸르지오SKVIEW,85.0,7층,99000,3850.7
2026.04.08,망포동,힐스테이트영통,84.5,10층,123000,4809.1
2026.04.08,영통동,영통아이파크,85.0,6층,43750,1702.0
2026.04.07,영통동,신나무실건영,85.0,16층,87000,3383.2
2026.04.07,영통동,영통에듀파크(321동~327동),85.0,3층,79800,3104.3
2026.04.07,망포동,영통롯데캐슬엘클래스1단지,84.9,6층,93500,3641.8
2026.04.06,망포동,힐스테이트영통,84.9,4층,123500,4808.2
2026.04.06,망포동,동수원자이2차,84.9,9층,70500,2743.2
2026.04.06,망포동,쌍용스윗닷홈2차,84.9,5층,38000,1479.5
2026.04.06,망포동,영통롯데캐슬엘클래스1단지,85.0,5층,85700,3332.9
2026.04.06,영통동,벽산(1053-2),85.0,2층,47620,1852.4
2026.04.06,망포동,망포벽산이빌리지,84.9,2층,39000,1518.2
2026.04.04,영통동,삼성,84.9,11층,68000,2646.2
2026.04.04,망포동,영통롯데캐슬엘클래스1단지,85.0,12층,90000,3500.1
2026.04.04,망포동,망포현대2아이파크,85.0,19층,63000,2449.7
2026.04.04,망포동,한양수자인,85.0,2층,81000,3150.0
2026.04.04,망포동,삼정라츠,84.9,4층,44000,1713.8
2026.04.04,영통동,풍림,84.8,1층,48400,1885.5
2026.04.04,영통동,영통에듀파크(321동~327동),85.0,3층,84000,3267.7
2026.04.04,망포동,동수원자이2차,84.9,14층,65200,2536.9
2026.04.03,망포동,망포마을쌍용1차,84.9,13층,58000,2258.6
2026.04.03,망포동,영통아이파크캐슬2단지,84.7,20층,98000,3824.4
2026.04.03,영통동,삼성,84.8,6층,62000,2415.3
2026.04.03,망포동,삼정라츠,84.9,3층,40000,1558.0
2026.04.03,영통동,삼성,84.8,5층,57800,2251.6
2026.04.03,영통동,영통에듀파크(321동~327동),85.0,18층,81000,3151.0
2026.04.02,영통동,신나무실풍림,84.9,18층,78000,3036.4
2026.04.02,매교동,힐스테이트푸르지오수원,84.9,12층,89000,3464.2
2026.04.01,영통동,영통에듀파크(331동~337동),85.0,12층,83000,3228.8
2026.04.01,영통동,태영,84.9,1층,48000,1868.3
2026.04.01,망포동,방죽마을영통뜨란채,84.7,11층,56000,2184.6
2026.04.01,영통동,삼성,84.8,11층,62500,2434.7
2026.03.31,망포동,영통롯데캐슬엘클래스2단지,85.0,8층,83500,3247.3
2026.03.31,영통동,태영,84.9,5층,64300,2503.7
2026.03.31,매교동,매교역푸르지오SKVIEW,85.0,15층,98000,3811.8
2026.03.31,매교동,힐스테이트푸르지오수원,84.9,5층,83800,3261.8
2026.03.30,영통동,삼성,84.8,14층,62500,2434.7
2026.03.30,영통동,삼성,84.8,14층,62500,2434.7
2026.03.30,망포동,힐스테이트영통,84.5,11층,122000,4770.0
2026.03.30,매교동,매교역푸르지오SKVIEW,85.0,13층,102500,3986.8
2026.03.29,매교동,매교역푸르지오SKVIEW,85.0,13층,98300,3823.5
2026.03.28,매교동,매교역푸르지오SKVIEW,85.0,8층,99500,3870.2
2026.03.27,영통동,벽산(1053-2),85.0,11층,55000,2139.5
2026.03.27,영통동,영통에듀파크(331동~337동),85.0,16층,85000,3306.6
2026.03.27,망포동,늘푸른벽산,84.9,15층,49900,1941.9
2026.03.27,영통동,벽산(1053-2),85.0,9층,52000,2022.8
2026.03.26,망포동,마젤란21(1101동),84.6,8층,49500,1933.6
2026.03.26,영통동,영통에듀파크(331동~337동),85.0,2층,75500,2937.0
2026.03.25,영통동,영통에듀파크(321동~327동),85.0,6층,81000,3151.0
2026.03.25,망포동,영통롯데캐슬엘클래스2단지,85.0,3층,79500,3091.7
2026.03.25,망포동,영통롯데캐슬엘클래스1단지,85.0,6층,89000,3461.0
2026.03.25,망포동,동수원자이1차,85.0,13층,61000,2372.7
2026.03.25,망포동,방죽마을영통뜨란채,84.7,13층,61000,2379.7
2026.03.25,매교동,매교역푸르지오SKVIEW,85.0,16층,96000,3734.0
2026.03.24,망포동,쌍용스윗닷홈2차,84.9,15층,41000,1596.3
2026.03.24,망포동,영통롯데캐슬엘클래스2단지,85.0,7층,85000,3305.6
2026.03.24,망포동,영통아이파크캐슬1단지,84.7,19층,112000,4370.8
2026.03.24,망포동,늘푸른벽산,84.9,6층,49900,1941.9
2026.03.24,영통동,영통에듀파크(321동~327동),85.0,4층,81000,3151.0
2026.03.23,망포동,힐스테이트영통,84.9,22층,130000,5061.3
2026.03.23,영통동,삼성,84.9,10층,69300,2696.8
2026.03.21,망포동,늘푸른벽산,84.9,12층,54800,2132.6
2026.03.21,망포동,삼정라츠,84.9,1층,38300,1491.8
2026.03.21,영통동,영통e-편한세상,85.0,6층,56000,2177.9
2026.03.21,영통동,영통e-편한세상,85.0,7층,55000,2139.0
2026.03.21,영통동,신나무실풍림,84.9,4층,77000,2997.5
2026.03.21,망포동,엘지동수원자이,85.0,25층,59000,2294.5
2026.03.21,망포동,동수원자이2차,84.9,1층,55000,2140.1
2026.03.20,영통동,건영1차,85.0,15층,78000,3033.2
2026.03.20,영통동,신나무실풍림,84.9,16층,81000,3153.2
2026.03.20,영통동,삼성,84.9,3층,62700,2439.9
2026.03.19,영통동,신나무실극동,84.9,19층,80500,3133.7
2026.03.19,영통동,태영,84.9,8층,57900,2254.5
2026.03.19,망포동,늘푸른벽산,84.9,5층,51000,1984.8
2026.03.19,망포동,동수원자이1차,85.0,6층,65000,2528.3
2026.03.19,망포동,늘푸른벽산,84.9,13층,51500,2004.2
2026.03.18,망포동,영통롯데캐슬엘클래스2단지,85.0,14층,84500,3286.2
2026.03.18,망포동,동수원자이2차,84.9,14층,63500,2470.8
2026.03.18,매교동,힐스테이트푸르지오수원,84.9,13층,85800,3339.6
2026.03.18,매교동,매교역푸르지오SKVIEW,85.0,11층,99000,3850.7
2026.03.17,망포동,동수원자이1차,85.0,18층,66000,2567.2
2026.03.17,영통동,영통에듀파크(321동~327동),85.0,16층,82000,3189.9
2026.03.17,망포동,마젤란21,84.7,10층,46800,1825.6
2026.03.17,망포동,망포현대2아이파크,85.0,6층,66000,2566.4
2026.03.17,매교동,매교역푸르지오SKVIEW,85.0,12층,104000,4045.2
2026.03.16,망포동,늘푸른벽산,84.9,9층,55000,2140.4
2026.03.16,망포동,망포마을쌍용1차,84.9,9층,64500,2511.8
2026.03.16,망포동,영통아이파크캐슬3단지,84.7,4층,96500,3764.1
2026.03.14,영통동,삼성,84.8,11층,65300,2543.8
2026.03.14,망포동,영통롯데캐슬엘클래스2단지,85.0,3층,80800,3142.3
2026.03.13,망포동,마젤란21(1101동),84.6,9층,46200,1804.7
2026.03.13,영통동,삼성,84.9,7층,72000,2801.8
2026.03.13,망포동,한양수자인,85.0,4층,82700,3216.1
2026.03.13,망포동,영통아이파크캐슬1단지,84.7,17층,116000,4526.9
2026.03.13,영통동,벽산(1053-2),85.0,2층,48500,1886.7
2026.03.13,매교동,매교역푸르지오SKVIEW,85.0,11층,96000,3734.0
2026.03.12,망포동,동수원자이1차,85.0,13층,63000,2450.5
2026.03.12,영통동,태영,84.9,7층,64700,2519.2
2026.03.12,망포동,방죽마을영통뜨란채,84.7,3층,53500,2087.1
2026.03.12,영통동,영통e-편한세상,85.0,1층,49900,1940.7
2026.03.12,망포동,방죽마을영통뜨란채,84.7,3층,54800,2137.8
2026.03.11,망포동,마젤란21,84.7,6층,43500,1696.9
2026.03.11,매교동,힐스테이트푸르지오수원,84.9,11층,90000,3503.1
2026.03.09,영통동,태영,84.9,2층,59900,2331.5
2026.03.09,망포동,늘푸른벽산,84.9,10층,51000,1984.8
2026.03.09,영통동,풍림,84.8,15층,55500,2162.0
2026.03.07,망포동,방죽마을영통뜨란채,84.7,14층,53200,2076.4
2026.03.07,영통동,영통에듀파크(321동~327동),85.0,7층,86000,3345.5
2026.03.07,영통동,영통에듀파크(331동~337동),85.0,7층,86700,3372.7
2026.03.07,망포동,방죽마을영통뜨란채,84.7,8층,55000,2145.6
2026.03.06,망포동,망포마을쌍용1차,84.9,11층,64500,2511.8
2026.03.06,영통동,신나무실신명,84.9,8층,68000,2647.1
2026.03.06,망포동,영통SKVIEW,84.5,13층,96800,3787.8
2026.03.06,매교동,매교역푸르지오SKVIEW,85.0,5층,96300,3745.7
2026.03.05,망포동,늘푸른벽산,84.9,6층,50800,1977.0
2026.03.05,망포동,동수원자이1차,85.0,13층,59800,2326.0
2026.03.05,영통동,영통에듀파크(321동~327동),85.0,12층,84700,3294.9
2026.03.05,영통동,풍림,84.8,13층,53500,2084.1
2026.03.05,망포동,영통아이파크캐슬1단지,84.7,5층,112000,4370.8
2026.03.05,망포동,극동의푸른별,84.9,11층,48000,1867.9
2026.03.05,매교동,매교역푸르지오SKVIEW,85.0,1층,88000,3422.9
2026.03.04,영통동,벽산(1053-2),85.0,10층,54300,2112.3
2026.03.03,영통동,태영,84.9,3층,63000,2452.2
2026.03.03,망포동,힐스테이트영통,84.5,27층,124000,4848.2
2026.03.03,망포동,영통롯데캐슬엘클래스2단지,85.0,2층,80500,3130.5
2026.03.03,영통동,영통3풍림아이원,84.9,5층,51800,2017.0
2026.03.02,망포동,망포현대2아이파크,85.0,10층,65000,2527.5
2026.03.02,망포동,망포마을쌍용1차,84.9,20층,66000,2570.2
2026.03.02,망포동,영통SKVIEW,84.5,1층,86000,3365.2
2026.02.27,매교동,매교역푸르지오SKVIEW,85.0,12층,99000,3850.7
2026.02.27,매교동,힐스테이트푸르지오수원,84.9,15층,84200,3277.4
2026.02.27,매교동,매교역푸르지오SKVIEW,85.0,6층,99000,3850.7
2026.02.25,매교동,매교역푸르지오SKVIEW,85.0,10층,99500,3870.2
2026.02.24,매교동,힐스테이트푸르지오수원,84.9,13층,86500,3366.9
2026.02.24,매교동,매교역푸르지오SKVIEW,85.0,9층,97000,3772.9
2026.02.23,매교동,힐스테이트푸르지오수원,84.9,13층,85000,3308.5
2026.02.23,매교동,매교역푸르지오SKVIEW,85.0,2층,92000,3578.4
2026.02.22,매교동,힐스테이트푸르지오수원,84.9,3층,81900,3187.8
2026.02.21,매교동,매교역푸르지오SKVIEW,85.0,11층,97500,3792.4
2026.02.21,매교동,힐스테이트푸르지오수원,84.9,12층,85300,3320.2
2026.02.14,매교동,매교역푸르지오SKVIEW,85.0,12층,65100,2532.1
2026.02.13,매교동,매교역푸르지오SKVIEW,85.0,14층,98000,3811.8
2026.02.12,매교동,매교역푸르지오SKVIEW,85.0,2층,91400,3555.1
2026.02.11,매교동,힐스테이트푸르지오수원,84.9,12층,83100,3234.5
2026.02.10,매교동,매교역푸르지오SKVIEW,85.0,13층,99000,3850.7
2026.02.10,매교동,힐스테이트푸르지오수원,84.9,13층,84000,3269.6
2026.02.09,매교동,매교역푸르지오SKVIEW,85.0,3층,90000,3500.6
2026.02.07,매교동,힐스테이트푸르지오수원,84.9,3층,80000,3113.9
2026.02.07,매교동,힐스테이트푸르지오수원,84.9,13층,82500,3211.2
2026.02.06,매교동,매교역푸르지오SKVIEW,85.0,16층,96000,3734.0
2026.02.03,매교동,매교역푸르지오SKVIEW,85.0,6층,94500,3675.7
2026.02.02,매교동,힐스테이트푸르지오수원,84.9,2층,80200,3121.7
2026.02.02,매교동,매교역푸르지오SKVIEW,85.0,2층,87000,3384.0
2017.04.29,영통동,영통에듀파크(321동~327동),85.0,9층,40000,1556.0
2017.04.29,망포동,동수원자이1차,85.0,4층,30150,1172.7
2017.04.29,망포동,동수원자이1차,85.0,6층,31500,1225.2
2017.04.29,영통동,영통에듀파크(321동~327동),85.0,14층,40900,1591.0
2017.04.29,망포동,망포마을쌍용1차,84.9,10층,32000,1246.1
2017.04.29,망포동,망포현대2아이파크,85.0,21층,35500,1380.4
2017.04.28,영통동,영통에듀파크(331동~337동),85.0,4층,39000,1517.1
2017.04.28,망포동,동수원자이1차,85.0,1층,30000,1166.9
2017.04.27,망포동,망포마을쌍용1차,84.9,9층,32800,1277.3
2017.04.26,영통동,신나무실동보,84.9,6층,35000,1362.5
2017.04.25,영통동,벽산(1053-2),85.0,3층,34000,1322.6
2017.04.25,영통동,벽산(1053-2),85.0,13층,34000,1322.6
2017.04.24,망포동,망포벽산이빌리지,84.9,9층,26300,1023.8
2017.04.24,망포동,망포벽산이빌리지,84.9,7층,26000,1012.1
2017.04.24,망포동,늘푸른벽산,84.9,12층,26500,1031.3
2017.04.24,영통동,신나무실동보,84.9,18층,34500,1343.0
2017.04.22,영통동,영통아이파크,85.0,21층,33700,1311.0
2017.04.21,영통동,청명센트레빌,84.9,10층,39400,1532.9
2017.04.21,영통동,벽산(1053-2),85.0,11층,34100,1326.5
2017.04.20,망포동,쌍용스윗닷홈2차,84.9,4층,26200,1020.1
2017.04.19,망포동,쌍용스윗닷홈2차,84.9,4층,25400,988.9
2017.04.19,망포동,동수원자이2차,84.9,10층,33700,1311.3
2017.04.19,영통동,신나무실동보,84.9,13층,34200,1331.3
2017.04.18,영통동,영통에듀파크(331동~337동),85.0,11층,40800,1587.1
2017.04.18,영통동,풍림,84.8,15층,34000,1324.5
2017.04.18,영통동,영통에듀파크(321동~327동),85.0,4층,40200,1563.8
2017.04.17,망포동,늘푸른벽산,84.9,7층,26900,1046.9
2017.04.17,영통동,영통에듀파크(331동~337동),85.0,20층,40200,1563.8
2017.04.15,망포동,엘지동수원자이,85.0,8층,34800,1353.4
2017.04.15,망포동,마젤란21,84.7,6층,29200,1139.1
2017.04.15,망포동,동수원자이1차,85.0,21층,30000,1166.9
2017.04.15,망포동,늘푸른벽산,84.9,6층,25750,1002.1
2017.04.15,영통동,영통에듀파크(321동~327동),85.0,20층,38500,1497.7
2017.04.14,망포동,늘푸른벽산,84.9,9층,26700,1039.1
2017.04.12,영통동,영통에듀파크(321동~327동),85.0,4층,39300,1528.8
2017.04.10,망포동,망포현대2아이파크,85.0,18층,32800,1275.4
2017.04.10,영통동,삼성,84.8,3층,34000,1324.5
2017.04.08,영통동,신나무실극동,84.9,17층,37900,1475.4
2017.04.08,영통동,영통에듀파크(321동~327동),85.0,4층,41500,1614.4
2017.04.08,영통동,태영,84.9,16층,36950,1438.2
2017.04.08,영통동,영통3풍림아이원,84.9,12층,30800,1199.3
2017.04.07,영통동,신나무실신명,84.9,15층,37200,1448.1
2017.04.07,매교동,건영캐스빌,82.6,5층,20800,831.8
2017.04.06,영통동,신나무실동보,84.9,9층,35000,1362.5
2017.04.06,망포동,동수원자이2차,84.9,9층,33700,1311.3
2017.04.04,망포동,극동의푸른별,84.9,13층,27000,1050.7
2017.04.03,영통동,영통에듀파크(331동~337동),85.0,5층,42000,1633.8
2017.04.03,망포동,동수원자이1차,85.0,9층,30400,1182.5
2017.04.03,영통동,풍림,84.8,8층,34000,1324.5
2017.04.03,영통동,신나무실동보,84.9,1층,33000,1284.6
2017.04.03,영통동,영통e-편한세상,85.0,3층,33350,1297.0
2017.04.02,영통동,청명센트레빌,84.9,7층,38200,1486.2
2017.04.01,영통동,영통아이파크,85.0,18층,33400,1298.7
2017.04.01,영통동,영통에듀파크(331동~337동),85.0,12층,41800,1626.0
2017.04.01,망포동,방죽마을영통뜨란채,84.7,20층,31500,1228.8
2017.04.01,망포동,방죽마을영통뜨란채,84.7,10층,31500,1229.4
2017.04.01,망포동,동수원자이1차,85.0,18층,31900,1240.8
2017.04.01,망포동,동수원자이1차,85.0,22층,30000,1166.9
2017.03.31,영통동,청명센트레빌,84.9,8층,39800,1548.5
2017.03.31,망포동,망포현대2아이파크,85.0,2층,31500,1224.9
2017.03.31,망포동,망포역아이파크,85.0,10층,34200,1330.2
2017.03.31,영통동,신나무실신명,84.9,9층,37950,1477.3
2017.03.31,망포동,동수원자이2차,84.9,16층,33000,1284.0
2017.03.31,영통동,신나무실동보,84.9,6층,34500,1343.0
2017.03.30,영통동,영통에듀파크(321동~327동),85.0,4층,39300,1528.8
2017.03.30,망포동,동수원자이1차,85.0,7층,32700,1271.9
2017.03.29,영통동,영통에듀파크(331동~337동),85.0,2층,37000,1439.3
2017.03.29,망포동,방죽마을영통뜨란채,84.7,6층,32500,1267.9
2017.03.28,영통동,풍림,84.8,11층,38500,1499.8
2017.03.27,영통동,영통에듀파크(331동~337동),85.0,10층,41500,1614.4
2017.03.25,망포동,마젤란21(1101동),84.6,14층,29000,1132.8
2017.03.24,망포동,망포마을쌍용1차,84.9,7층,31850,1240.3
2017.03.24,영통동,삼성,84.8,13층,36300,1414.1
2017.03.24,망포동,동수원자이1차,85.0,3층,31300,1217.5
2017.03.23,영통동,영통에듀파크(321동~327동),85.0,1층,38200,1486.0
2017.03.23,망포동,극동의푸른별,84.9,11층,26700,1039.5
2017.03.22,영통동,청명센트레빌,84.9,14층,40800,1587.4
2017.03.22,영통동,청명센트레빌,84.9,15층,38500,1497.9
2017.03.22,영통동,영통e-편한세상,85.0,2층,33000,1283.4
2017.03.22,영통동,영통에듀파크(331동~337동),85.0,1층,37000,1439.3
2017.03.22,망포동,동수원자이1차,85.0,6층,31500,1225.2
2017.03.21,영통동,삼성,84.8,10층,34300,1336.2
2017.03.21,망포동,한양수자인,85.0,16층,42900,1668.3
2017.03.21,망포동,일신건영휴먼빌,84.1,5층,25300,994.7
2017.03.21,망포동,늘푸른벽산,84.9,8층,27000,1050.8
2017.03.20,망포동,망포벽산이빌리지,84.9,8층,26200,1019.9
2017.03.18,망포동,쌍용스윗닷홈2차,84.9,12층,25600,996.7
2017.03.18,망포동,일신건영휴먼빌,84.1,15층,25500,1002.6
2017.03.18,망포동,엘지동수원자이,85.0,17층,34500,1341.7
2017.03.18,망포동,방죽마을영통뜨란채,84.7,12층,30600,1194.3
2017.03.17,영통동,풍림,84.8,10층,33500,1305.0
2017.03.15,망포동,동수원자이1차,85.0,20층,31400,1221.4
2017.03.15,망포동,동수원자이1차,85.0,11층,31400,1221.4
2017.03.14,영통동,영통e-편한세상,85.0,11층,34200,1330.1
2017.03.14,망포동,동수원자이1차,85.0,1층,28600,1112.4
2017.03.14,망포동,삼정라츠,84.9,6층,28400,1106.2
2017.03.14,영통동,영통3풍림아이원,84.9,14층,30300,1179.8
2017.03.13,망포동,동수원자이2차,84.9,1층,29500,1147.8
2017.03.13,망포동,망포마을쌍용1차,84.9,11층,31500,1226.7
2017.03.11,망포동,망포현대2아이파크,85.0,6층,32800,1275.4
2017.03.11,망포동,마젤란21,84.7,11층,29000,1131.3
2017.03.11,영통동,벽산(1053-2),85.0,16층,34000,1322.6
2017.03.11,망포동,극동의푸른별,84.9,7층,26900,1046.8
2017.03.11,망포동,동수원자이1차,85.0,12층,31400,1221.4
2017.03.11,망포동,동수원자이1차,85.0,21층,31500,1225.2
2017.03.10,영통동,신나무실동보,84.9,14층,36500,1420.9
2017.03.09,영통동,영통에듀파크(321동~327동),85.0,2층,38200,1486.0
2017.03.09,영통동,영통에듀파크(321동~327동),85.0,17층,39400,1532.7
2017.03.08,영통동,신나무실동보,84.9,13층,36800,1432.6
2017.03.06,영통동,태영,84.9,5층,36900,1436.3
2017.03.06,망포동,방죽마을영통뜨란채,84.7,12층,32350,1262.0
2017.03.04,망포동,망포벽산이빌리지,84.9,7층,26000,1012.1
2017.03.04,영통동,신나무실신명,84.9,12층,37000,1440.3
2017.03.04,망포동,동수원자이2차,84.9,4층,32000,1245.1
2017.03.04,영통동,건영1차,85.0,11층,39000,1516.6
2017.03.04,영통동,영통에듀파크(331동~337동),85.0,15층,41000,1594.9
2017.03.04,영통동,벽산(1053-2),85.0,16층,35200,1369.3
2017.03.04,망포동,쌍용스윗닷홈2차,84.9,8층,25700,1000.6
2017.03.04,영통동,신나무실풍림,84.9,2층,36000,1401.4
2017.03.03,망포동,마젤란21(1101동),84.6,9층,29200,1140.6
2017.03.02,망포동,쌍용스윗닷홈2차,84.9,9층,26400,1027.9
2017.03.02,망포동,한양수자인,85.0,7층,43300,1683.9
2017.03.01,망포동,쌍용스윗닷홈2차,84.9,12층,26300,1024.0
2017.03.01,망포동,엘지동수원자이,85.0,10층,35000,1361.1
2017.02.28,망포동,늘푸른벽산,84.9,1층,24500,953.5
2017.02.27,영통동,영통3풍림아이원,84.9,14층,30700,1195.4
2017.02.27,망포동,망포현대2아이파크,85.0,16층,32000,1244.3
2017.02.24,영통동,신나무실신명,84.9,7층,37000,1440.3
2017.02.23,망포동,방죽마을영통뜨란채,84.7,12층,31800,1240.5
2017.02.22,망포동,동수원자이2차,84.9,14층,33500,1303.5
2017.02.22,망포동,망포역아이파크,85.0,2층,31000,1205.7
2017.02.21,영통동,신나무실신명,84.9,8층,36400,1417.0
2017.02.21,영통동,영통e-편한세상,85.0,5층,34500,1341.8
2017.02.20,망포동,영통SKVIEW,84.5,3층,45400,1776.5
2017.02.18,영통동,청명센트레빌,84.9,6층,37500,1459.0
2017.02.18,영통동,신나무실극동,84.9,14층,40000,1557.1
2017.02.18,망포동,동수원자이1차,85.0,9층,31450,1223.3
2017.02.18,망포동,동수원자이2차,84.9,18층,33700,1311.3
2017.02.18,망포동,동수원자이2차,84.9,9층,33000,1284.0
2017.02.18,영통동,태영,84.9,7층,35500,1381.8
2017.02.18,망포동,동수원자이1차,85.0,14층,31400,1221.4
2017.02.17,망포동,한양수자인,85.0,9층,42300,1645.0
2017.02.17,영통동,신나무실동보,84.9,1층,32000,1245.7
2017.02.17,망포동,극동의푸른별,84.9,8층,27000,1051.2
2017.02.17,망포동,방죽마을영통뜨란채,84.7,20층,30800,1202.1
2017.02.17,영통동,영통아이파크,85.0,12층,33000,1283.1
2017.02.15,영통동,벽산(1053-2),85.0,16층,35900,1396.5
2017.02.15,망포동,방죽마을영통뜨란채,84.7,13층,31500,1228.8
2017.02.14,영통동,영통에듀파크(331동~337동),85.0,14층,43000,1672.7
2017.02.13,망포동,늘푸른벽산,84.9,4층,26500,1031.3
2017.02.13,영통동,풍림,84.8,17층,34930,1360.7
2017.02.13,망포동,망포벽산이빌리지,84.9,9층,26000,1012.1
2017.02.11,영통동,신나무실극동,84.9,14층,39000,1518.2
2017.02.11,망포동,엘지동수원자이,85.0,10층,34700,1349.5
2017.02.11,영통동,풍림,84.8,10층,37000,1441.4
2017.02.11,영통동,벽산(1053-2),85.0,17층,35200,1369.3
2017.02.11,망포동,엘지동수원자이,85.0,16층,34000,1322.3
2017.02.10,망포동,늘푸른벽산,84.9,1층,24800,965.1
2017.02.09,영통동,태영,84.9,5층,36400,1417.3
2017.02.07,망포동,망포역아이파크,85.0,3층,34500,1341.8
2017.02.07,망포동,늘푸른벽산,84.9,12층,26800,1043.0
2017.02.06,영통동,영통에듀파크(331동~337동),85.0,12층,41900,1629.9
2017.02.06,영통동,신나무실동보,84.9,13층,35500,1381.9
2017.02.04,망포동,동수원자이1차,85.0,5층,29500,1147.5
2017.02.04,영통동,영통아이파크,85.0,15층,32200,1252.6
2017.02.04,망포동,한양수자인,85.0,7층,43200,1680.0
2017.02.02,망포동,한양수자인,85.0,12층,42300,1645.0
2017.02.01,망포동,마젤란21,84.7,10층,28000,1092.3
2017.01.25,영통동,영통아이파크,85.0,19층,34500,1342.1
2017.01.23,영통동,풍림,84.8,20층,32500,1266.1
2017.01.23,망포동,망포역아이파크,85.0,7층,34400,1338.0
2017.01.21,망포동,늘푸른벽산,84.9,8층,26500,1031.3
2017.01.20,영통동,신나무실동보,84.9,8층,35700,1389.7
2017.01.20,망포동,마젤란21(1101동),84.6,4층,28000,1093.7
2017.01.20,영통동,영통에듀파크(321동~327동),85.0,8층,40000,1556.0
2017.01.20,영통동,신나무실신명,84.9,14층,36000,1401.4
2017.01.20,영통동,벽산(1053-2),85.0,12층,36500,1419.9
2017.01.19,망포동,망포역아이파크,85.0,8층,33800,1314.6
2017.01.19,영통동,태영,84.9,13층,35500,1382.3
2017.01.19,망포동,동수원자이2차,84.9,11층,33700,1311.3
2017.01.19,영통동,영통에듀파크(321동~327동),85.0,1층,38700,1505.5
2017.01.18,망포동,동수원자이1차,85.0,21층,31000,1205.8
2017.01.18,망포동,망포역아이파크,85.0,1층,29400,1143.5
2017.01.18,망포동,망포벽산이빌리지,84.9,13층,26000,1012.1
2017.01.18,영통동,삼성,84.9,1층,28000,1089.6
2017.01.18,매교동,문화맨션,82.4,9층,21000,842.5
2017.01.17,영통동,영통에듀파크(331동~337동),85.0,3층,37900,1474.3
